"","BYOMEICD","BYOMEI","CNT"
"4270","K439","腹壁ヘルニア",2
"4271","K439","腹壁瘢痕ヘルニア",32
"4272","K440","横隔膜ヘルニア嵌頓",2
"4273","K449","横隔膜ヘルニア",36
"4274","K449","食道裂孔ヘルニア",28
"4275","K458","後腹膜ヘルニア",3
"4276","K458","腸間膜ヘルニア",1
"4277","K469","内ヘルニア",5
"4278","K500","十二指腸クローン病",4
"4279","K500","回腸クローン病",11
"4280","K500","小腸クローン病",344
"4281","K501","大腸クローン病",56
"4282","K501","直腸クローン病",1
"4283","K508","小腸大腸クローン病",389
"4284","K509","クローン病",1337
"4285","K509","ステロイド依存性クローン病",2
"4286","K510","潰瘍性全腸炎",3
"4287","K510","潰瘍性大腸炎・全大腸炎型",92
"4288","K510","重症潰瘍性大腸炎",3
"4289","K512","潰瘍性大腸炎・直腸炎型",38
"4290","K515","潰瘍性大腸炎・左側大腸炎型",11
"4291","K518","急性潰瘍性大腸炎",7
"4292","K519","ステロイド依存性潰瘍性大腸炎",1
"4293","K519","活動期潰瘍性大腸炎",5
"4294","K519","潰瘍性大腸炎",483
"4295","K520","放射線性腸炎",26
"4296","K521","薬剤性大腸炎",4
"4297","K521","薬剤性腸炎",4
"4298","K528","好酸球性胃腸炎",61
"4299","K529","慢性下痢症",131
"4300","K529","慢性胃腸炎",3
"4301","K529","非感染性下痢",6
"4302","K529","非感染性胃腸炎",9
"4303","K529","非感染性腸炎",7
"4304","K550","回腸壊死",1
"4305","K550","小腸壊死",3
"4306","K550","急性上腸間膜動脈閉塞症",5
"4307","K550","急性腸梗塞",1
"4308","K550","急性虚血性腸炎",4
"4309","K550","腸壊死",4
"4310","K550","腸間膜動脈血栓症",1
"4311","K550","腸間膜静脈血栓症",6
"4312","K550","非閉塞性腸間膜虚血",7
"4313","K551","腸間膜血行不全",1
"4314","K552","大腸血管形成異常",4
"4315","K558","小腸血管形成異常",1
"4316","K559","虚血性結腸炎",4
"4317","K559","虚血性腸炎",22
"4318","K560","腸麻痺",29
"4319","K560","麻痺性イレウス",37
"4320","K561","回盲部腸重積症",11
"4321","K561","小腸重積症",9
"4322","K561","腸重積症",1
"4323","K562","Ｓ状結腸軸捻転",14
"4324","K562","絞扼性イレウス",20
"4325","K562","複雑性イレウス",2
"4326","K564","糞便充塞",3
"4327","K564","糞便性イレウス",4
"4328","K565","癒着性イレウス",67
"4329","K565","絞扼性癒着性腸閉塞症",17
"4330","K566","回腸狭窄",8
"4331","K566","小腸イレウス",15
"4332","K566","小腸狭窄",12
"4333","K566","横行結腸狭窄症",1
"4334","K566","機械的イレウス",4
"4335","K566","結腸狭窄症",7
"4336","K566","結腸閉塞",38
"4337","K566","腸狭窄",10
"4338","K566","閉塞性イレウス",5
"4339","K567","イレウス",298
"4340","K567","亜イレウス",6
"4341","K567","偽性イレウス",90
"4342","K571","小腸憩室症",3
"4343","K572","Ｓ状結腸憩室穿孔",2
"4344","K573","Ｓ状結腸憩室出血",3
"4345","K573","上行結腸憩室",1
"4346","K573","上行結腸憩室出血",3
"4347","K573","上行結腸憩室炎",7
"4348","K573","多発性大腸憩室症",1
"4349","K573","大腸憩室出血",18
"4350","K573","横行結腸憩室出血",1
"4351","K573","盲腸憩室炎",1
"4352","K573","結腸憩室炎",18
"4353","K573","結腸憩室症",3
"4354","K579","腸憩室",1
"4355","K579","腸憩室炎",2
"4356","K580","下痢型過敏性腸症候群",101
"4357","K580","下痢性過敏性腸症候群",3
"4358","K580","混合型過敏性腸症候群",4
"4359","K589","便秘型過敏性腸症候群",72
"4360","K589","過敏性腸症候群",89
"4361","K590","オピオイド誘発性便秘症",160
"4362","K590","乳幼児便秘",26
"4363","K590","便秘症",7116
"4364","K590","便通異常",870
"4365","K590","単純性便秘",58
"4366","K590","弛緩性便秘症",1
"4367","K590","慢性便秘",1835
"4368","K590","痙攣性便秘",10
"4369","K590","直腸性便秘",20
"4370","K590","習慣性便秘",201
"4371","K590","腸管麻痺性便秘",18
"4372","K590","薬剤性便秘症",25
"4373","K590","重症便秘症",137
"4374","K590","食事性便秘",3
"4375","K591","機能性下痢",10
"4376","K599","大腸機能障害",1
"4377","K599","腸機能障害",8
"4378","K600","急性裂肛",1
"4379","K601","慢性裂肛",1
"4380","K602","裂肛",49
"4381","K603","内痔瘻",2
"4382","K603","慢性痔瘻",1
"4383","K603","痔瘻",63
"4384","K603","複雑痔瘻",15
"4385","K605","肛門直腸瘻",2
"4386","K610","肛門周囲膿瘍",60
"4387","K611","直腸周囲膿瘍",1
"4388","K612","直腸肛門周囲膿瘍",16
"4389","K620","肛門ポリープ",1
"4390","K621","直腸ポリープ",30
"4391","K623","直腸粘膜脱",7
"4392","K623","直腸脱",1
"4393","K624","直腸狭窄",3
"4394","K624","肛門括約筋狭窄",1
"4395","K624","肛門狭窄",7
"4396","K625","直腸出血",1
"4397","K626","直腸潰瘍",10
"4398","K626","限局性直腸潰瘍",3
"4399","K626","非特異性直腸潰瘍",1
"4400","K628","直腸周囲炎",1
"4401","K628","直腸炎",2
"4402","K628","直腸腫瘤",2
"4403","K628","肛門括約筋不全",1
"4404","K628","肛門部周囲炎",5
"4405","K628","肛門部痛",6
"4406","K631","Ｓ状結腸穿孔",11
"4407","K631","Ｓ状結腸穿孔後",1
"4408","K631","小腸穿孔",15
"4409","K631","直腸穿孔",10
"4410","K631","結腸穿孔",5
"4411","K631","腸穿孔",9
"4412","K631","非外傷性腸穿孔",6
"4413","K632","小腸瘻",2
"4414","K632","腸瘻",3
"4415","K632","腹壁瘻孔",3
"4416","K633","小腸潰瘍",16
"4417","K633","結腸潰瘍",5
"4418","K633","腸潰瘍",2
"4419","K633","非特異性多発性小腸潰瘍症",6
"4420","K635","Ｓ状結腸ポリープ",34
"4421","K635","上行結腸ポリープ",25
"4422","K635","下行結腸ポリープ",8
"4423","K635","大腸ポリープ",1472
"4424","K635","横行結腸ポリープ",17
"4425","K635","盲腸ポリープ",19
"4426","K635","結腸ポリープ",18
"4427","K638","大腸ポリープ",1
"4428","K638","小腸ポリープ",20
"4429","K638","腸管気腫症",12
"4430","K638","非特異性直腸Ｓ状結腸炎",1
"4431","K639","大腸腫瘤",1
"4432","K641","脱出性内痔核",5
"4433","K645","血栓性外痔核",1
"4434","K648","炎症性内痔核",10
"4435","K648","炎症性外痔核",8
"4436","K648","血栓性内痔核",2
"4437","K649","内痔核",62
"4438","K649","出血性内痔核",10
"4439","K649","出血性外痔核",1
"4440","K649","出血性痔核",11
"4441","K649","外痔核",69
"4442","K649","痔核",217
"4443","K649","直腸静脈瘤",1
"4444","K650","ＭＲＳＡ腹膜炎",6
"4445","K650","十二指腸穿孔腹膜炎",1
"4446","K650","後腹膜膿瘍",13
"4447","K650","急性汎発性腹膜炎",43
"4448","K650","急性腹膜炎",15
"4449","K650","急性限局性腹膜炎",1
"4450","K650","汎発性化膿性腹膜炎",2
"4451","K650","穿孔性腹腔内膿瘍",9
"4452","K650","穿孔性腹膜炎",17
"4453","K650","腸穿孔腹膜炎",5
"4454","K650","腸腰筋膿瘍",11
"4455","K650","腹腔内膿瘍",45
"4456","K650","腹腔内遺残膿瘍",7
"4457","K650","腹腔骨盤部膿瘍",11
"4458","K650","限局性腹膜炎",2
"4459","K658","細菌性腹膜炎",3
"4460","K659","腹膜炎",41
"4461","K659","術後腹膜炎",1
"4462","K659","限局性腹膜炎",1
"4463","K660","直腸癒着",1
"4464","K660","腸管癒着",4
"4465","K660","腹膜癒着",1
"4466","K661","後腹膜血腫",20
"4467","K661","腹腔内出血",34
"4468","K661","腹膜出血",1
"4469","K668","後腹膜血腫",1
"4470","K700","アルコール性脂肪肝",5
"4471","K701","アルコール性肝炎",14
"4472","K703","アルコール性肝硬変",54
"4473","K703","アルコール性肝硬変に伴う食道静脈瘤出血",6
"4474","K703","非代償性アルコール性肝硬変",10
"4475","K704","アルコール性肝不全",1
"4476","K709","アルコール性肝疾患",11
"4477","K709","アルコール性肝障害",25
"4478","K709","慢性アルコール性肝障害",6
"4479","K710","肝内胆汁うっ滞",24
"4480","K710","肝内閉塞性黄疸",3
"4481","K710","進行性家族性肝内胆汁うっ滞症",3
"4482","K710","進行性家族性肝内胆汁うっ滞症３型",9
"4483","K710","進行性肝内胆汁うっ滞",2
"4484","K711","急性薬物性肝不全",1
"4485","K711","薬剤性劇症肝炎",1
"4486","K716","薬物性肝炎",2
"4487","K719","薬物性肝障害",42
"4488","K720","急性肝不全",31
"4489","K720","急性肝不全・昏睡型",1
"4490","K720","急性肝炎",13
"4491","K721","慢性肝不全",45
"4492","K729","肝不全",28
"4493","K729","肝性昏睡",2
"4494","K729","肝性脳症",210
"4495","K732","自己免疫性肝炎",9
"4496","K739","慢性肝炎",330
"4497","K740","肝線維症",11
"4498","K743","原発性胆汁性肝硬変",233
"4499","K743","原発性胆汁性胆管炎",66
"4500","K743","無症候性原発性胆汁性胆管炎",7
"4501","K743","症候性原発性胆汁性胆管炎",2
"4502","K745","胆汁性肝硬変",2
"4503","K746","Ｂ型肝硬変",3
"4504","K746","Ｃ型肝硬変",4
"4505","K746","Ｃ型非代償性肝硬変",6
"4506","K746","代償性肝硬変",13
"4507","K746","肝硬変に伴う食道静脈瘤",13
"4508","K746","肝硬変症",421
"4509","K746","自己免疫性肝硬変",4
"4510","K746","非代償性肝硬変",394
"4511","K750","細菌性肝膿瘍",6
"4512","K750","肝周囲膿瘍",2
"4513","K750","肝膿瘍",51
"4514","K750","胆管炎性肝膿瘍",1
"4515","K754","自己免疫性肝炎",316
"4516","K758","胆汁うっ滞性肝炎",33
"4517","K758","非アルコール性脂肪性肝炎",50
"4518","K759","うっ血性肝炎",3
"4519","K759","肝炎",6
"4520","K760","脂肪肝",214
"4521","K760","非アルコール性脂肪性肝炎",14
"4522","K760","非アルコール性脂肪性肝疾患",12
"4523","K760","非アルコール性脂肪肝",1
"4524","K761","うっ血性肝硬変",19
"4525","K763","肝梗塞",1
"4526","K766","特発性門脈圧亢進症",3
"4527","K766","門脈圧亢進症",36
"4528","K766","門脈圧亢進症性胃症",2
"4529","K767","肝腎症候群",4
"4530","K768","ショック肝",1
"4531","K768","肝のう胞",46
"4532","K768","肝出血",1
"4533","K768","肝細胞癌破裂",1
"4534","K768","肝肺症候群",3
"4535","K768","肝腫瘤",38
"4536","K769","肝性胸水",13
"4537","K769","肝機能障害",182
"4538","K769","肝疾患",72
"4539","K769","肝疾患に伴う貧血",3
"4540","K769","肝障害",133
"4541","K770","サイトメガロウイルス性肝炎",2
"4542","K778","２型糖尿病性肝障害",3
"4543","K800","胆石性急性胆のう炎",12
"4544","K801","胆石性胆のう炎",3
"4545","K802","コレステロール結石",1
"4546","K802","多発胆石症",3
"4547","K802","無痛性胆石症",1
"4548","K802","胆のう管結石症",1
"4549","K802","胆のう結石症",167
"4550","K802","胆泥",1
"4551","K803","総胆管結石性胆管炎",28
"4552","K803","胆管結石性胆管炎",1
"4553","K805","総胆管結石",146
"4554","K805","肝内結石症",75
"4555","K805","胆管結石症",45
"4556","K805","胆道結石",95
"4557","K810","壊疽性胆のう炎",7
"4558","K810","急性胆のう炎",50
"4559","K811","慢性胆のう炎",3
"4560","K819","胆のう炎",13
"4561","K828","胆のうポリープ",15
"4562","K830","ＩｇＧ４関連硬化性胆管炎",20
"4563","K830","再発性胆管炎",1
"4564","K830","原発性硬化性胆管炎",206
"4565","K830","急性化膿性胆管炎",11
"4566","K830","急性胆管炎",164
"4567","K830","急性閉塞性化膿性胆管炎",21
"4568","K830","狭窄性胆管炎",4
"4569","K830","胆管炎",273
"4570","K830","術後胆管炎",2
"4571","K830","逆行性胆管炎",4
"4572","K831","総胆管狭窄症",41
"4573","K831","肝内胆管狭窄",14
"4574","K831","胆汁うっ滞",203
"4575","K831","胆管狭窄症",203
"4576","K831","胆管閉塞症",12
"4577","K831","胆道閉塞",8
"4578","K831","閉塞性黄疸",552
"4579","K832","胆管穿孔",1
"4580","K833","胆汁瘻",1
"4581","K838","十二指腸乳頭狭窄",15
"4582","K838","総胆管拡張症",7
"4583","K838","肝外閉塞性黄疸",3
"4584","K838","胆管拡張症",4
"4585","K838","胆道出血",3
"4586","K838","胆道閉鎖",39
"4587","K85","ＥＲＣＰ後膵炎",1
"4588","K85","再発性急性膵炎",1
"4589","K85","急性膵炎",47
"4590","K85","膵炎",3
"4591","K85","術後膵炎",1
"4592","K851","胆石性膵炎",1
"4593","K858","ＥＲＣＰ後膵炎",12
"4594","K858","術後膵炎",33
"4595","K859","再発性急性膵炎",1
"4596","K859","急性膵炎",239
"4597","K859","慢性膵炎急性増悪",18
"4598","K859","膵炎",3
"4599","K859","膵膿瘍",13
"4600","K859","重症急性膵炎",7
"4601","K860","アルコール性慢性膵炎",7
"4602","K861","グルーブ膵炎",3
"4603","K861","慢性膵炎",158
"4604","K861","自己免疫性膵炎",181
"4605","K862","膵のう胞",34
"4606","K863","仮性膵のう胞",9
"4607","K868","膵外分泌機能不全",425
"4608","K868","膵液瘻",28
"4609","K868","膵石",5
"4610","K868","膵管拡張",3
"4611","K868","膵管狭窄",16
"4612","K868","膵腫瘤",11
"4613","K868","膵萎縮",2
"4614","K869","膵機能異常",1
"4615","K869","膵疾患",271
"4616","K900","セリアック病",16
"4617","K904","蛋白漏出性胃腸症",121
"4618","K908","自己免疫性腸症",1
"4619","K909","乳糖吸収不良症候群",3
"4620","K909","吸収不良症候群",11
"4621","K910","術後悪心",24
"4622","K911","胃切除後消化障害",1
"4623","K913","術後イレウス",90
"4624","K913","術後癒着性イレウス",18
"4625","K918","ＥＲＣＰ後膵炎",2
"4626","K918","回腸のう炎",2
"4627","K918","短腸症候群",36
"4628","K918","胃瘻後期合併症",8
"4629","K918","術後嚥下障害",27
"4630","K918","術後肛門狭窄",1
"4631","K918","術後胆汁瘻",3
"4632","K918","術後胆管炎",11
"4633","K918","術後胆管狭窄",12
"4634","K918","術後膵炎",4
"4635","K919","消化管術後後遺症",53
"4636","K920","吐血",17
"4637","K921","下血",27
"4638","K921","下部消化管出血",25
"4639","K921","血便",7
"4640","K922","上部消化管出血",215
"4641","K922","下部消化管出血",71
"4642","K922","小腸出血",21
"4643","K922","消化管出血",227
"4644","K922","消化管出血の疑い",1
"4645","K922","胃出血",1
"4646","K922","腸出血",4
"4647","K928","消化管ポリープ",1
"4648","K928","消化管狭窄",5
"4649","L010","外耳膿痂疹",3
"4650","L010","膿痂疹",15
"4651","L010","顔面膿痂疹",1
"4652","L011","殿部膿痂疹性湿疹",10
"4653","L011","膿痂疹性湿疹",43
"4654","L011","躯幹膿痂疹性湿疹",5
"4655","L011","頭部膿痂疹性湿疹",1
"4656","L020","頬部膿瘍",1
"4657","L021","頚部膿瘍",26
"4658","L022","下腹部膿瘍",6
"4659","L022","会陰部せつ",1
"4660","L022","会陰部膿瘍",1
"4661","L022","胸部膿瘍",3
"4662","L022","腰部膿瘍",3
"4663","L022","腹部膿瘍",2
"4664","L022","鼡径部膿瘍",1
"4665","L023","殿部膿瘍",8
"4666","L024","腋窩部膿瘍",1
"4667","L024","膝部膿瘍",1
"4668","L024","足蹠膿瘍",1
"4669","L029","せつ",2
"4670","L029","よう",2
"4671","L029","皮膚膿瘍",99
"4672","L029","膿瘍",4
"4673","L030","化膿性爪囲炎",32
"4674","L030","爪囲炎",14
"4675","L031","上腕蜂巣炎",4
"4676","L031","下肢蜂巣炎",5
"4677","L031","下腿蜂巣炎",70
"4678","L031","前腕蜂巣炎",2
"4679","L031","大腿部蜂巣炎",22
"4680","L031","手蜂巣炎",1
"4681","L031","肩蜂巣炎",3
"4682","L031","膝部蜂巣炎",9
"4683","L031","足背蜂巣炎",9
"4684","L031","足蜂巣炎",23
"4685","L031","足関節部蜂巣炎",7
"4686","L033","会陰部蜂巣炎",1
"4687","L033","殿部蜂巣炎",3
"4688","L033","腹壁蜂巣炎",1
"4689","L033","鼡径部蜂巣炎",3
"4690","L039","蜂巣炎",6
"4691","L039","蜂窩織炎",68
"4692","L040","頚部リンパ節炎",3
"4693","L040","頚部急性リンパ節炎",1
"4694","L041","体幹の急性リンパ節炎",1
"4695","L080","慢性膿皮症",21
"4696","L080","膿皮症",22
"4697","L089","深在性皮膚感染症",5
"4698","L089","皮膚感染症",320
"4699","L089","表在性皮膚感染症",13
"4700","L100","尋常性天疱瘡",23
"4701","L102","落葉状天疱瘡",44
"4702","L109","天疱瘡",10
"4703","L120","水疱性類天疱瘡",107
"4704","L121","瘢痕性類天疱瘡",1
"4705","L121","眼性類天疱瘡",18
"4706","L123","後天性表皮水疱症",67
"4707","L129","類天疱瘡",46
"4708","L130","ジューリング病",2
"4709","L139","水疱症",4
"4710","L208","アトピー性湿疹",3
"4711","L208","乳児皮膚炎",1
"4712","L208","小児湿疹",2
"4713","L208","急性乳児湿疹",1
"4714","L208","成人アトピー性皮膚炎",34
"4715","L209","アトピー性湿疹",58
"4716","L209","アトピー性皮膚炎",801
"4717","L219","脂漏性皮膚炎",70
"4718","L22","おむつ皮膚炎",36
"4719","L238","光線過敏症",1
"4720","L239","アレルギー性接触皮膚炎",31
"4721","L239","アレルギー性皮膚炎",269
"4722","L239","全身アレルギー性皮膚炎",4
"4723","L239","全身性アレルギー性皮膚炎",4
"4724","L239","湿疹状アレルギー性接触性皮膚炎",17
"4725","L249","刺激物質性接触皮膚炎",7
"4726","L251","薬物性接触性皮膚炎",5
"4727","L259","接触皮膚炎",375
"4728","L270","ＬＥ様型薬疹",3
"4729","L270","全身薬疹",106
